Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,55.521000,57.466499,55.371399,56.867901,38.202568,27682832
2007-01-03,57.167198,58.813400,57.017502,57.840599,38.856010,38041509
2007-01-04,57.765800,57.990299,57.092400,57.765800,38.805763,27239137
2007-01-05,57.616100,57.691002,56.792999,56.792999,38.152256,24146636
2007-01-08,56.119598,56.119598,55.146900,55.296501,37.146938,30340993
2007-01-09,55.446201,56.344101,55.446201,55.970001,37.599384,10762279
2007-01-10,55.446201,55.446201,53.425900,54.099300,36.342686,34367660
2007-01-11,53.575500,54.024502,53.201401,53.725201,36.091377,31704153
2007-01-12,54.249001,54.847599,53.949699,54.772800,36.795132,24800150
2007-01-15,54.922401,54.997200,53.874802,54.473400,36.593998,14818347
2007-01-16,53.949699,54.623100,53.949699,54.473400,36.593998,16765527
2007-01-17,54.473400,54.772800,53.874802,54.249001,36.443260,13310853
2007-01-18,54.249001,54.997200,53.650398,54.997200,36.945873,21718341
2007-01-19,54.473400,55.071999,54.473400,54.623100,36.694565,9923000
2007-01-22,55.595798,56.942699,54.398602,56.867901,38.202568,34113738
2007-01-23,56.867901,56.867901,56.044800,56.269299,37.800446,14293130
2007-01-24,56.792999,56.942699,56.418900,56.867901,38.202568,23815201
2007-01-25,56.867901,57.092400,56.344101,56.493801,37.951263,7455949
2007-01-26,55.745499,56.418900,55.071999,55.146900,37.046444,14814338
2007-01-29,55.071999,55.521000,54.473400,54.772800,36.795132,11882208
2007-01-30,54.697899,55.371399,54.398602,54.922401,36.895626,11266114
2007-01-31,55.371399,55.371399,54.323799,54.623100,36.694565,19026768
2007-02-01,54.847599,55.820301,54.847599,55.071999,36.996124,13523346
2007-02-02,55.071999,55.895100,55.071999,55.371399,37.197262,17427061
2007-02-05,55.371399,55.371399,54.548302,54.623100,36.694565,26044368
2007-02-06,54.398602,55.296501,54.323799,54.997200,36.945873,21652855
2007-02-07,54.623100,54.997200,54.249001,54.398602,36.543755,24352446
2007-02-08,54.323799,54.847599,53.949699,54.473400,36.593998,18067211
2007-02-09,54.697899,55.296501,54.398602,55.221699,37.096691,15517301
2007-02-12,54.922401,55.221699,54.398602,55.221699,37.096691,7085757
2007-02-13,55.371399,55.371399,54.623100,54.772800,36.795132,9503361
2007-02-14,55.446201,55.521000,54.623100,54.997200,36.945873,16438102
2007-02-26,55.970001,55.970001,54.249001,54.398602,36.543755,36914898
2007-02-27,54.398602,54.847599,53.874802,53.874802,36.191875,25366797
2007-03-01,52.453098,53.126598,51.854500,51.929401,34.885002,46855272
2007-03-02,51.779701,52.153801,51.405602,51.704899,34.734180,20810904
2007-03-05,51.779701,51.779701,49.759399,49.759399,33.427246,28975161
2007-03-06,50.058701,50.358002,49.759399,50.133499,33.678551,26411886
2007-03-07,50.432800,50.432800,49.385300,49.609699,33.326675,33108742
2007-03-08,50.208401,50.582500,49.759399,50.283199,33.779118,21169067
2007-03-09,50.507702,50.582500,49.909000,50.507702,33.929928,16214918
2007-03-12,50.507702,50.657299,49.983898,50.582500,33.980183,10748915
2007-03-13,50.657299,50.806999,50.208401,50.208401,33.728867,17239960
2007-03-14,49.759399,49.759399,48.412498,48.637001,32.673241,48456316
2007-03-15,48.786701,49.834202,48.786701,49.834202,33.477493,16601146
2007-03-16,50.058701,50.582500,49.609699,50.358002,33.829369,20613112
2007-03-19,50.881802,51.630100,50.582500,51.330700,34.482807,31682770
2007-03-20,51.854500,52.752399,51.779701,52.378300,35.186558,40635522
2007-03-21,52.378300,52.602798,52.004200,52.378300,35.186558,13424450
2007-03-22,52.752399,52.976898,52.453098,52.453098,35.236805,25650121
2007-03-23,52.677601,52.902100,52.078999,52.677601,35.387627,16168142
2007-03-26,52.752399,53.051800,50.956600,51.630100,34.683933,19612125
2007-03-27,51.630100,52.528000,51.630100,52.004200,34.935249,23943498
2007-03-28,51.704899,52.078999,51.255901,51.405602,34.533123,10436190
2007-03-29,51.255901,51.480400,50.956600,51.181099,34.382305,16879124
2007-03-30,51.330700,51.779701,50.507702,51.405602,34.533123,13991096
2007-04-02,50.806999,51.255901,50.582500,50.732101,34.080681,14281102
2007-04-03,50.732101,51.405602,50.582500,51.405602,34.533123,14500277
2007-04-04,51.929401,52.602798,51.779701,51.779701,34.784439,37672654
2007-04-09,52.228699,52.453098,51.704899,52.004200,34.935249,18561690
2007-04-10,52.004200,52.228699,51.630100,52.228699,35.086063,13975059
2007-04-11,52.752399,53.276199,52.677601,53.201401,35.739502,30850174
2007-04-12,52.602798,52.752399,52.228699,52.378300,35.186558,18007072
2007-04-13,51.704899,52.378300,51.255901,51.480400,34.583370,15816661
2007-04-16,51.630100,52.004200,51.031399,51.630100,34.683933,27108167
2007-04-17,51.779701,52.602798,51.630100,51.779701,34.784439,20875053
2007-04-18,51.779701,52.303501,51.779701,52.078999,34.985493,8884593
2007-04-19,52.004200,52.004200,51.106300,51.255901,34.432556,28460635
2007-04-20,52.004200,52.004200,51.106300,51.929401,34.885002,17782551
2007-04-23,52.228699,52.528000,52.153801,52.528000,35.287121,19199168
2007-04-24,51.704899,52.303501,51.704899,52.004200,34.935249,10736887
2007-04-25,51.630100,51.704899,51.106300,51.255901,34.432556,19124328
2007-04-26,51.630100,52.004200,51.330700,51.330700,34.482807,16002425
2007-04-27,51.929401,51.929401,51.106300,51.106300,34.332054,10301210
2007-04-30,51.555199,51.555199,49.983898,50.732101,34.080681,23775108
2007-05-02,50.507702,50.806999,50.133499,50.133499,33.678551,9786684
2007-05-03,51.106300,52.677601,51.106300,52.004200,34.935249,48231796
2007-05-04,52.453098,54.922401,52.453098,54.623100,36.694565,73146879
2007-05-07,55.221699,55.221699,54.473400,54.623100,36.694565,35121407
2007-05-08,54.473400,54.623100,53.799999,53.949699,36.242188,15844726
2007-05-09,53.575500,54.174099,53.201401,53.575500,35.990810,20484815
2007-05-10,53.949699,54.024502,53.276199,53.500702,35.940571,17496555
2007-05-11,53.351101,53.351101,52.677601,53.051800,35.638996,13761230
2007-05-14,53.500702,53.650398,53.126598,53.351101,35.840069,25686204
2007-05-15,53.650398,53.650398,52.453098,52.827301,35.488186,15630897
2007-05-16,54.473400,54.473400,52.976898,53.126598,35.689251,10132820
2007-05-17,53.650398,53.650398,53.126598,53.201401,35.739502,10609926
2007-05-18,53.201401,53.201401,52.303501,52.602798,35.337368,20686616
2007-05-21,52.827301,53.500702,52.303501,53.126598,35.689251,18869070
2007-05-22,53.051800,53.500702,52.752399,53.051800,35.638996,12259082
2007-05-23,53.500702,54.174099,53.425900,54.099300,36.342686,26329028
2007-05-24,54.099300,54.323799,53.799999,53.949699,36.242188,12844439
2007-05-25,53.575500,53.575500,52.528000,52.902100,35.538437,17892139
2007-05-28,52.827301,52.902100,52.602798,52.752399,35.437870,11978431
2007-05-29,52.827301,53.575500,52.752399,53.425900,35.890312,15263379
2007-05-30,52.602798,53.201401,52.528000,52.976898,35.588680,19920841
2007-05-31,53.201401,53.201401,52.153801,52.153801,35.035740,27305959
2007-06-01,52.378300,52.976898,52.228699,52.453098,35.236805,32678411
2007-06-04,52.752399,52.827301,51.929401,52.004200,34.935249,19391614
2007-06-05,52.303501,52.602798,51.704899,51.779701,34.784439,14461520
2007-06-06,52.004200,52.677601,52.004200,52.228699,35.086063,17906839
2007-06-07,52.303501,53.126598,52.228699,52.976898,35.588680,13229331
2007-06-08,52.378300,53.201401,52.228699,53.201401,35.739502,21488474
2007-06-11,53.126598,53.500702,52.602798,53.351101,35.840069,25918743
2007-06-12,53.650398,54.024502,53.351101,53.949699,36.242188,32535413
2007-06-13,53.799999,53.874802,52.976898,53.276199,35.789753,22480106
2007-06-14,53.874802,53.949699,53.126598,53.575500,35.990810,23939489
2007-06-15,54.249001,55.670700,54.249001,55.446201,37.247505,63531258
2007-06-20,56.044800,59.262299,55.820301,59.112701,39.710575,133966518
2007-06-21,59.112701,59.112701,57.765800,58.439201,39.258141,63249271
2007-06-22,58.065102,58.963001,58.065102,58.738499,39.459198,29910663
2007-06-25,58.738499,60.609200,58.738499,59.561600,40.012135,47698560
2007-06-26,60.235100,61.357399,60.010601,60.683998,40.766136,51558172
2007-06-27,60.609200,60.609200,58.065102,58.738499,39.459198,42974276
2007-06-28,59.337101,59.786098,58.738499,59.786098,40.162949,22398584
2007-06-29,59.486801,59.636501,57.990299,58.738499,39.459198,43568988
2007-07-02,58.663700,58.663700,58.065102,58.364399,39.207882,26434606
2007-07-03,58.888199,58.888199,58.214699,58.439201,39.258141,30544131
2007-07-04,58.738499,59.711300,58.663700,59.337101,39.861324,38871433
2007-07-05,58.738499,59.486801,58.439201,59.337101,40.895123,32845465
2007-07-06,59.411999,60.235100,58.888199,59.112701,40.740463,29794393
2007-07-09,59.486801,62.854000,58.963001,62.854000,43.318974,60124695
2007-07-10,62.854000,62.928799,61.956100,62.854000,43.318974,33059294
2007-07-11,62.330200,62.479801,61.656700,62.479801,43.061077,29376090
2007-07-12,62.854000,65.323196,62.704300,64.649803,44.556637,40575382
2007-07-13,66.221199,68.091797,65.098801,67.268700,46.361584,51568864
2007-07-16,68.540802,69.588303,66.071503,66.071503,45.536476,52720867
2007-07-17,66.221199,69.214203,65.847000,68.840103,47.444595,43717332
2007-07-18,68.465897,69.588303,67.642899,67.792503,46.722584,46332727
2007-07-19,67.119102,69.438698,66.969398,68.765198,47.392967,45452019
2007-07-20,69.139397,69.139397,67.942101,69.064499,47.599247,23923452
2007-07-23,68.840103,69.214203,68.465897,68.465897,47.186691,17936241
2007-07-24,68.465897,70.186897,68.241501,70.186897,48.372807,32785326
2007-07-25,69.588303,69.663101,67.942101,68.840103,47.444595,31140179
2007-07-26,68.840103,70.561096,68.091797,68.465897,47.186691,31280504
2007-07-27,65.248398,65.697403,63.677101,63.677101,43.886253,74979126
2007-07-30,60.085400,61.656700,60.085400,60.459499,41.668682,66270941
2007-07-31,61.357399,64.649803,61.357399,64.500198,44.453529,76377033
2007-08-01,62.180500,63.003601,60.010601,60.010601,41.359303,84684288
2007-08-02,60.683998,61.282600,56.643398,59.411999,40.946743,89884341
2007-08-03,60.609200,61.507099,59.860901,60.384701,41.617130,47327032
2007-08-06,59.112701,59.711300,58.514099,59.486801,40.998295,32988463
2007-08-07,60.609200,60.908501,58.364399,58.364399,40.224735,36864113
2007-08-08,59.711300,61.357399,59.636501,61.282600,42.235962,32286837
2007-08-09,61.881199,62.180500,60.309898,61.058201,42.081310,27720252
2007-08-10,57.691002,58.514099,57.616100,57.990299,39.966908,54063981
2007-08-13,59.037800,59.037800,57.915501,58.514099,40.327911,30530767
2007-08-14,58.738499,59.860901,57.990299,58.139900,40.070015,31337971
2007-08-15,56.867901,57.017502,54.697899,55.371399,38.161968,72163266
2007-08-16,53.874802,54.174099,52.078999,52.827301,36.408569,99399730
2007-08-17,53.799999,54.473400,52.228699,52.453098,36.150669,62721381
2007-08-20,55.745499,56.119598,54.847599,56.119598,38.677628,48691528
2007-08-21,56.119598,56.194500,53.874802,54.548302,37.594677,36701069
2007-08-22,54.697899,55.895100,54.548302,55.745499,38.419796,31003863
2007-08-23,57.466499,57.541302,56.119598,56.867901,39.193348,56323885
2007-08-24,57.017502,57.092400,55.670700,55.745499,38.419796,26327691
2007-08-27,58.065102,58.065102,55.670700,55.970001,38.574520,41525585
2007-08-28,55.670700,55.745499,53.725201,54.548302,37.594677,43744060
2007-08-29,52.752399,53.051800,52.078999,52.677601,36.305401,78366979
2007-08-30,53.276199,53.874802,52.976898,53.575500,36.924229,51328306
2007-08-31,53.874802,55.071999,53.575500,54.997200,37.904060,62873734
2007-09-03,55.071999,55.071999,53.575500,54.249001,37.388412,32467255
2007-09-04,53.874802,54.323799,53.575500,53.799999,37.078957,30541458
2007-09-05,54.024502,54.249001,52.902100,52.976898,36.511669,43135984
2007-09-06,52.827301,53.500702,52.528000,52.976898,36.511669,46109543
2007-09-07,53.126598,53.725201,53.051800,53.351101,36.769577,27650758
2007-09-10,52.602798,52.752399,52.228699,52.453098,36.150669,41913150
2007-09-11,52.453098,53.425900,52.453098,52.976898,36.511669,18000389
2007-09-12,53.276199,54.847599,53.126598,54.323799,37.439957,59071588
2007-09-13,54.623100,54.847599,53.575500,53.575500,36.924229,26743321
2007-09-14,54.249001,55.446201,54.024502,55.221699,38.058788,43506175
2007-09-17,55.595798,55.895100,54.772800,55.521000,38.265064,39283053
2007-09-18,55.521000,55.521000,55.521000,55.521000,38.265064,0
2007-09-19,57.616100,59.262299,57.092400,57.915501,39.915363,113249165
2007-09-20,58.364399,59.187500,57.616100,57.990299,39.966908,42801876
2007-09-21,58.065102,58.214699,56.568600,56.568600,38.987068,43999319
2007-09-26,56.867901,57.242001,55.820301,56.942699,39.244900,39629189
2007-09-27,56.867901,57.316799,56.194500,57.316799,39.502731,44707627
2007-09-28,58.214699,59.262299,57.616100,57.765800,39.812187,52597916
2007-10-01,59.486801,59.636501,58.214699,58.289600,40.173191,31742910
2007-10-02,59.411999,61.357399,58.738499,61.207802,42.184410,81622525
2007-10-03,61.357399,62.854000,60.683998,62.404999,43.009518,83759478
2007-10-04,62.105701,62.105701,61.432301,61.656700,42.493797,46352774
2007-10-05,62.105701,62.704300,61.058201,61.656700,42.493797,27573245
2007-10-08,62.180500,64.275703,62.105701,63.602200,43.834629,50601288
2007-10-09,63.976398,64.724602,62.854000,62.854000,43.318974,40619484
2007-10-11,63.602200,64.275703,62.404999,62.704300,43.215797,53510698
2007-10-12,62.479801,62.479801,59.561600,60.160198,41.462402,61960951
2007-10-15,60.309898,60.983299,59.935699,60.983299,42.029686,28320310
2007-10-16,59.935699,61.507099,59.935699,60.609200,41.771858,43969917
2007-10-17,60.235100,61.731602,59.486801,60.309898,41.565578,53878217
2007-10-18,60.384701,61.207802,59.935699,60.609200,41.771858,27195035
2007-10-19,60.609200,60.983299,60.085400,60.085400,41.410858,17036823
2007-10-22,57.616100,58.439201,57.616100,57.990299,39.966908,49282230
2007-10-23,57.990299,59.262299,57.990299,59.187500,40.792015,21639491
2007-10-24,60.235100,60.235100,58.663700,58.738499,40.482567,26999916
2007-10-25,59.860901,60.758801,59.486801,60.010601,41.359303,35643952
2007-10-26,60.609200,60.908501,59.786098,60.235100,41.514027,26862264
2007-10-29,60.534401,62.404999,60.534401,62.404999,43.009518,54380715
2007-10-30,62.479801,63.003601,61.806400,62.404999,43.009518,29694161
2007-10-31,62.779099,63.228100,61.881199,62.629501,43.164246,33200956
2007-11-01,63.377800,63.901501,61.656700,62.554699,43.112698,45450683
2007-11-02,61.507099,61.956100,59.860901,59.860901,41.256126,63953570
2007-11-05,60.235100,61.058201,59.860901,60.908501,41.978127,39201531
2007-11-06,60.908501,61.731602,59.262299,59.860901,41.256126,50857883
2007-11-07,60.983299,61.357399,60.160198,60.235100,41.514027,40217219
2007-11-08,58.289600,58.663700,56.718201,57.316799,39.502731,94446917
2007-11-09,57.316799,57.915501,56.643398,57.167198,39.399624,52352012
2007-11-12,56.119598,56.493801,55.221699,55.371399,38.161968,58988729
2007-11-13,55.446201,56.194500,54.772800,55.970001,38.574520,43643828
2007-11-14,57.391701,57.391701,56.568600,57.017502,39.296459,53715172
2007-11-15,57.017502,57.167198,56.194500,57.017502,39.296459,26232805
2007-11-16,56.119598,56.643398,55.521000,56.418900,38.883900,28368421
2007-11-19,56.493801,56.867901,55.745499,55.745499,38.419796,24781440
2007-11-20,53.874802,54.997200,52.378300,54.997200,37.904060,75114106
2007-11-21,54.922401,54.922401,53.051800,53.126598,36.614849,57823361
2007-11-22,52.378300,52.827301,51.929401,52.228699,35.996017,83885102
2007-11-23,52.378300,52.528000,51.704899,51.704899,35.635010,45052426
2007-11-26,52.378300,52.752399,51.779701,52.378300,36.099117,31100086
2007-11-27,51.330700,51.929401,50.133499,51.106300,35.222454,47697223
2007-11-28,51.330700,52.004200,50.881802,50.881802,35.067734,21938852
2007-11-29,52.378300,52.976898,51.929401,52.453098,36.150669,32260108
2007-11-30,52.752399,54.174099,52.602798,54.174099,37.336792,59186521
2007-12-03,54.174099,54.174099,53.276199,53.500702,36.872684,23682894
2007-12-04,52.752399,53.725201,52.752399,53.201401,36.666401,18877088
2007-12-05,52.378300,52.453098,51.779701,52.378300,36.099117,41754114
2007-12-06,52.752399,53.425900,52.378300,52.902100,36.460121,44551265
2007-12-07,53.500702,54.249001,53.276199,53.949699,37.182125,50058697
2007-12-10,53.500702,54.174099,52.902100,53.126598,36.614849,28026295
2007-12-11,53.725201,54.249001,53.201401,54.249001,37.388412,23030716
2007-12-12,53.126598,53.949699,53.126598,53.126598,36.614849,18637867
2007-12-13,52.752399,53.500702,51.630100,51.704899,35.635010,28794743
2007-12-14,51.704899,51.854500,50.806999,51.630100,35.583458,42609430
2007-12-17,50.881802,51.330700,49.759399,49.759399,34.294178,46179038
2007-12-18,48.711800,49.235600,47.963600,48.412498,33.365883,51333652
2007-12-19,48.637001,49.609699,48.487400,49.085999,33.830067,32350986
2007-12-20,49.834202,49.834202,47.739101,47.888699,33.004887,21912123
2007-12-21,48.412498,48.861500,47.514599,47.888699,33.004887,26242160
2007-12-24,48.637001,49.534901,48.637001,49.460098,34.087898,15840717
